R_fighter,B_fighter,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs
Shinsho Anzai,Luke Jumeau,9/22/2017,"Saitama, Saitama, Japan", Japan,Red,False,Welterweight,MALE,3,0,40.0,0.48,0.0,0.0,0.0,0,3,0,0,0,1,0,0,0,1,Orthodox,180.34,182.88,170,0,27.0,0.65,0.0,1.5,0.59,1,4,0,0,0,0,0,0,1,1,Orthodox,170.18,177.8,170,31,29,0,0,0,0,1,-1,0,-1,0,10.16,5.08,2,13.0,0.0,-1.5,neither,U-DEC,blank,3.0,5:00,900.0
Daichi Abe,Hyun Gyu Lim,9/22/2017,"Saitama, Saitama, Japan", Japan,Red,False,Welterweight,MALE,3,0,40.5,0.446666667,0.166666667,0.166666667,0.166666667,3,12,0,0,0,0,3,0,0,3,Orthodox,190.5,195.58,170,0,27.396407786144113,0.45470916484908575,0.5176586652361754,1.3373876663126238,0.32941097880370945,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,170,25,32,-2,0,2,3,-3,12,0,3,0,10.16,15.24,-7,40.5,0.166666667,0.166666667,neither,U-DEC,blank,3.0,5:00,900.0
Luke Rockhold,David Branch,9/16/2017,"Pittsburgh, Pennsylvania, USA", USA,Red,False,Middleweight,MALE,5,0,19.2,0.43,0.0,2.0,0.396,2,14,0,0,1,2,0,0,0,3,Orthodox,185.42,198.12,185,0,29.71428571,0.59,0.857142857,0.428571429,0.214285714,2,12,2,0,0,0,2,3,0,5,Southpaw,190.5,195.58,185,32,35,1,1,-3,-2,0,2,-2,-2,-3,-5.08,2.54,-3,-10.51428571,-0.857142857,1.571428571,Red,KO/TKO,Punches,2.0,4:05,545.0
Mike Perry,Alex Reyes,9/16/2017,"Pittsburgh, Pennsylvania, USA", USA,Red,False,Welterweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,170,0,46.0,0.48,0.0,0.0,0.0,1,9,0,0,0,0,3,0,0,3,Orthodox,177.8,180.34,170,26,30,0,-1,-2,-3,1,-9,0,-3,0,2.54,5.08,-4,-46.0,0.0,0.0,neither,KO/TKO,Knee,1.0,1:19,79.0
Hector Lombard,Anthony Smith,9/16/2017,"Pittsburgh, Pennsylvania, USA", USA,Blue,False,Middleweight,MALE,3,0,38.4,0.472,0.4,0.4,0.08,2,12,0,0,0,1,2,0,0,3,Orthodox,193.04,193.04,205,0,33.88888889,0.483333333,0.222222222,1.555555556,0.412222222,6,22,0,0,0,1,2,0,0,3,Southpaw,175.26,180.34,185,39,29,4,2,0,0,4,-10,0,0,0,17.78,12.7,10,4.51111111,0.177777778,-1.155555556,neither,KO/TKO,Punches,3.0,2:33,753.0
Gregor Gillespie,Jason Gonzalez,9/16/2017,"Pittsburgh, Pennsylvania, USA", USA,Red,False,Lightweight,MALE,3,0,7.0,0.275,0.5,0.0,0.0,1,2,0,0,0,0,0,1,0,1,Southpaw,187.96,187.96,155,0,24.5,0.555,0.0,2.5,0.13,0,4,0,0,0,1,1,0,0,2,Orthodox,170.18,180.34,155,30,27,0,-1,-1,-1,-1,-2,0,-1,1,17.78,7.62,3,-17.5,0.5,-2.5,neither,SUB,Arm Triangle,2.0,2:11,431.0
Kamaru Usman,Sergio Moraes,9/16/2017,"Pittsburgh, Pennsylvania, USA", USA,Red,False,Welterweight,MALE,3,0,30.125,0.4675,0.375,1.0,0.29375,2,22,1,0,1,2,1,2,0,6,Orthodox,182.88,182.88,170,0,53.0,0.554,0.4,4.0,0.502,0,14,1,0,0,4,0,1,0,5,Switch,182.88,193.04,170,30,35,0,-3,-1,1,-2,8,0,1,1,0.0,-10.16,-5,-22.875,-0.025,-3.0,Red,KO/TKO,Punch,1.0,2:48,168.0
Justin Ledet,Zu Anyanwu,9/16/2017,"Pittsburgh, Pennsylvania, USA", USA,Red,False,Heavyweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,195.58,251,0,58.0,0.38,0.5,0.5,0.5,0,4,0,0,0,1,0,1,0,2,Orthodox,193.04,203.2,205,28,36,0,-2,-2,-2,0,-4,0,0,-1,-7.62,-7.62,-8,-58.0,-0.5,-0.5,neither,DQ,blank,1.0,5:00,300.0
Anthony Rocco Martin,Olivier Aubin-Mercier,9/16/2017,"Pittsburgh, Pennsylvania, USA", USA,Blue,False,Lightweight,MALE,3,0,35.42857143,0.527142857,0.571428571,2.428571429,0.284285714,2,19,1,0,0,1,0,4,0,5,Southpaw,175.26,177.8,155,0,32.71428571,0.377142857,0.857142857,1.142857143,0.354285714,3,17,0,0,0,2,0,2,0,4,Orthodox,182.88,185.42,170,27,28,0,-1,0,1,1,2,1,0,2,-7.62,-7.62,-1,2.71428572,-0.285714286,1.285714286,neither,S-DEC,blank,3.0,5:00,900.0
Anthony Hamilton,Daniel Spitz,9/16/2017,"Pittsburgh, Pennsylvania, USA", USA,Blue,False,Heavyweight,MALE,3,0,51.0,0.37,0.0,1.0,0.5,1,3,0,0,0,0,0,0,0,0,Orthodox,200.66,208.28,245,0,26.75,0.49375,0.0,1.125,0.26,5,13,0,0,0,1,2,0,0,3,Orthodox,195.58,193.04,260,37,27,1,0,-1,-3,4,-10,0,-2,0,5.08,15.24,10,24.25,0.0,-0.125,neither,KO/TKO,Punches,1.0,0:24,24.0
Krzysztof Jotko,Uriah Hall,9/16/2017,"Pittsburgh, Pennsylvania, USA", USA,Blue,False,Middleweight,MALE,3,0,27.63636364,0.536363636,0.181818182,0.636363636,0.294545455,6,22,1,0,0,1,2,0,2,5,Orthodox,182.88,200.66,185,0,34.625,0.455,0.0,1.0,0.36375,2,21,0,0,1,4,1,0,0,6,Southpaw,185.42,195.58,185,28,33,-2,0,-2,-1,-4,1,1,3,0,-2.54,5.08,-5,-6.98863636,0.181818182,-0.363636364,Red,KO/TKO,Punches,2.0,2:25,445.0
Jason Saggo,Gilbert Burns,9/16/2017,"Pittsburgh, Pennsylvania, USA", USA,Blue,False,Lightweight,MALE,3,0,25.83333333,0.396666667,0.833333333,1.5,0.408333333,2,14,0,0,0,1,0,3,0,4,Orthodox,177.8,180.34,155,0,25.2,0.436,0.0,1.8,0.306,2,11,0,0,1,0,2,0,0,3,Orthodox,180.34,180.34,155,31,31,0,0,1,1,0,3,0,-2,3,-2.54,0.0,0,0.63333333,0.833333333,-0.3,neither,KO/TKO,Punch,2.0,4:55,595.0
Amanda Nunes,Valentina Shevchenko,9/9/2017,"Edmonton, Alberta, Canada", Canada,Red,True,Women's Bantamweight,FEMALE,5,0,40.0,0.59,0.25,2.5,0.715,1,13,0,0,1,1,0,1,0,3,Southpaw,165.1,167.64,125,0,24.25,0.5875,0.5,0.75,0.2275,1,12,2,0,0,1,4,2,0,7,Orthodox,172.72,175.26,145,29,29,0,-3,-3,-4,0,1,-2,-4,-1,-7.62,-7.62,0,15.75,-0.25,1.75,Red,S-DEC,blank,5.0,5:00,1500.0
Neil Magny,Rafael Dos Anjos,9/9/2017,"Edmonton, Alberta, Canada", Canada,Blue,False,Welterweight,MALE,3,0,40.63636364,0.422727273,0.590909091,1.818181818,0.315,7,58,3,0,0,9,4,2,0,15,Southpaw,172.72,177.8,170,0,49.0,0.4475,0.3125,2.1875,0.478125,4,43,0,0,1,6,4,1,0,12,Orthodox,190.5,203.2,170,30,32,0,0,-2,3,-3,15,3,0,1,-17.78,-25.4,-2,-8.36363636,0.278409091,-0.369318182,Red,SUB,Arm Triangle,1.0,3:43,223.0
Henry Cejudo,Wilson Reis,9/9/2017,"Edmonton, Alberta, Canada", Canada,Red,False,Flyweight,MALE,3,0,24.55555556,0.354444444,0.555555556,3.888888889,0.43,3,23,1,0,0,4,0,2,0,6,Southpaw,162.56,165.1,125,0,50.16666667,0.421666667,0.166666667,1.833333333,0.451666667,2,16,1,0,1,3,0,0,0,4,Orthodox,162.56,162.56,135,30,32,1,0,-1,2,-1,7,0,0,2,0.0,2.54,-2,-25.61111111,0.388888889,2.055555556,Red,KO/TKO,Punch,2.0,0:25,325.0
Ilir Latifi,Tyson Pedro,9/9/2017,"Edmonton, Alberta, Canada", Canada,Red,False,Light Heavyweight,MALE,3,0,13.5,0.61,0.5,1.0,0.5,0,2,0,0,0,0,1,1,0,2,Orthodox,190.5,200.66,205,0,10.5,0.41125,0.25,0.75,0.3225,3,13,0,0,0,1,3,1,0,5,Orthodox,177.8,185.42,205,34,25,1,2,-1,-3,3,-11,0,-2,0,12.7,15.24,9,3.0,0.25,0.25,Red,U-DEC,blank,3.0,5:00,900.0
Jeremy Stephens,Gilbert Melendez,9/9/2017,"Edmonton, Alberta, Canada", Canada,Red,False,Featherweight,MALE,3,0,48.4,0.304,0.0,0.6,0.424,4,16,2,0,0,1,0,0,0,1,Orthodox,175.26,185.42,145,0,35.88,0.448,0.4,1.08,0.2828,13,68,0,0,1,5,5,0,1,12,Orthodox,172.72,180.34,145,31,35,-1,0,-2,-11,9,-52,2,-6,0,2.54,5.08,-4,12.52,-0.4,-0.48,Red,U-DEC,blank,3.0,5:00,900.0
Sara McMann,Ketlen Vieira,9/9/2017,"Edmonton, Alberta, Canada", Canada,Blue,False,Women's Bantamweight,FEMALE,3,0,42.0,0.26,0.0,2.5,0.43,0,6,0,0,1,1,0,0,0,2,Orthodox,172.72,172.72,135,0,17.25,0.46875,0.375,1.75,0.55625,3,15,1,0,1,1,1,2,0,5,Orthodox,167.64,167.64,135,36,26,0,-1,-1,-3,3,-9,-1,-1,-2,5.08,5.08,10,24.75,-0.375,0.75,Red,SUB,Arm Triangle,2.0,4:16,556.0
Sarah Moras,Ashlee Evans-Smith,9/9/2017,"Edmonton, Alberta, Canada", Canada,Red,False,Women's Bantamweight,FEMALE,3,0,51.75,0.4775,0.0,1.0,0.35,2,10,0,0,1,0,1,0,0,2,Orthodox,172.72,170.18,125,0,16.5,0.38,0.5,0.5,0.25,1,6,0,0,0,1,0,0,0,1,Orthodox,170.18,170.18,135,29,30,0,0,1,1,-1,4,0,1,0,2.54,0.0,-1,35.25,-0.5,0.5,Blue,SUB,Armbar,1.0,2:51,171.0
Gavin Tucker,Rick Glenn,9/9/2017,"Edmonton, Alberta, Canada", Canada,Blue,False,Featherweight,MALE,3,0,55.0,0.41,0.0,0.0,0.0,1,6,0,0,1,0,0,0,0,1,Southpaw,182.88,177.8,145,0,55.0,0.33,0.0,1.0,1.0,0,3,0,0,0,1,0,0,0,1,Southpaw,167.64,167.64,145,31,28,0,0,0,0,-1,3,0,0,0,15.24,10.16,3,0.0,0.0,-1.0,neither,U-DEC,blank,3.0,5:00,900.0
Mitch Clarke,Alex White,9/9/2017,"Edmonton, Alberta, Canada", Canada,Blue,False,Lightweight,MALE,3,0,41.8,0.416,0.2,0.8,0.15,3,13,0,0,0,1,1,0,0,2,Southpaw,182.88,180.34,155,0,23.0,0.321666667,0.333333333,0.5,0.061666667,4,14,0,0,0,1,0,1,0,2,Orthodox,177.8,185.42,155,31,28,1,0,-1,0,1,-1,0,1,-1,5.08,-5.08,3,18.8,-0.133333333,0.3,neither,KO/TKO,Punch,2.0,4:36,576.0
Luis Henrique,Arjan Bhullar,9/9/2017,"Edmonton, Alberta, Canada", Canada,Blue,False,Heavyweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,245,0,17.5,0.5275,1.0,2.75,0.3925,2,10,0,0,0,0,0,2,0,2,Orthodox,187.96,187.96,243,24,31,1,0,-2,-2,2,-10,0,0,-2,-2.54,2.54,-7,-17.5,-1.0,-2.75,neither,U-DEC,blank,3.0,5:00,900.0
Kajan Johnson,Adriano Martins,9/9/2017,"Edmonton, Alberta, Canada", Canada,Red,False,Lightweight,MALE,3,0,14.5,0.443333333,0.166666667,0.666666667,0.291666667,2,11,0,0,1,0,2,1,0,4,Southpaw,177.8,182.88,155,0,35.33333333,0.413333333,0.333333333,2.333333333,0.236666667,1,9,0,0,0,2,0,0,0,2,Orthodox,180.34,190.5,155,33,34,-1,-2,1,2,-1,2,0,2,1,-2.54,-7.62,-1,-20.83333333,-0.166666666,-1.666666666,neither,KO/TKO,Punch,3.0,0:49,649.0
Alexander Volkov,Stefan Struve,9/2/2017,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Red,False,Heavyweight,MALE,5,0,22.94444444,0.462777778,1.111111111,0.333333333,0.25,6,32,0,1,0,1,5,5,0,12,Orthodox,210.82,213.36,265,0,83.5,0.6,0.0,0.5,0.25,0,6,0,0,1,1,0,0,0,2,Orthodox,200.66,203.2,250,28,29,0,0,2,10,-6,26,0,5,5,10.16,10.16,-1,-60.55555556,1.111111111,-0.166666667,Red,KO/TKO,Punch,3.0,3:30,810.0
Siyar Bahadurzada,Rob Wilkinson,9/2/2017,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Red,False,Middleweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,203.2,185,0,34.0,0.4775,0.25,1.0,0.375,2,10,0,0,0,0,1,1,0,2,Orthodox,180.34,185.42,170,33,25,0,-1,-1,-2,2,-10,0,-1,-1,10.16,17.78,8,-34.0,-0.25,-1.0,neither,KO/TKO,Punch,2.0,3:10,490.0
Marion Reneau,Talita Bernardo,9/2/2017,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Red,False,Women's Bantamweight,FEMALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,172.72,135,0,48.83333333,0.395,0.5,0.333333333,0.333333333,3,16,0,0,0,1,1,1,0,3,Orthodox,167.64,172.72,135,40,30,1,0,-2,-3,3,-16,0,-1,-1,-5.08,0.0,10,-48.83333333,-0.5,-0.333333333,Red,KO/TKO,Punches,3.0,4:54,894.0
Leon Edwards,Bryan Barberena,9/2/2017,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Red,False,Welterweight,MALE,3,0,62.0,0.5,0.166666667,0.333333333,0.221666667,2,15,0,0,0,1,2,1,0,4,Southpaw,182.88,182.88,170,0,27.28571429,0.557142857,0.285714286,1.142857143,0.172857143,2,19,0,0,0,3,1,1,0,5,Southpaw,182.88,187.96,170,26,28,0,-2,-1,-1,0,-4,0,1,0,0.0,-5.08,-2,34.71428571,-0.119047619,-0.80952381,neither,U-DEC,blank,3.0,5:00,900.0
Darren Till,Bojan Velickovic,9/2/2017,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Red,False,Welterweight,MALE,3,0,34.25,0.365,0.5,0.75,0.2375,2,12,0,0,0,1,1,0,0,2,Southpaw,182.88,193.04,170,0,35.0,0.53,0.0,0.666666667,0.22,1,8,0,0,0,1,1,0,0,2,Southpaw,182.88,187.96,170,24,28,0,0,0,0,-1,4,0,0,0,0.0,5.08,-4,-0.75,0.5,0.083333333,neither,U-DEC,blank,3.0,5:00,900.0
Mairbek Taisumov,Felipe Silva,9/2/2017,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Red,False,Lightweight,MALE,3,0,11.0,0.44,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,1,Orthodox,182.88,195.58,155,0,25.5,0.52,0.0,1.166666667,0.285,1,12,0,0,0,1,4,0,0,5,Orthodox,175.26,185.42,155,29,33,0,-3,-3,-4,1,-11,0,-3,0,7.62,10.16,-4,-14.5,0.0,-1.166666667,neither,KO/TKO,Punch,1.0,1:24,84.0
Michel Prazeres,Mads Burnell,9/2/2017,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Red,False,Lightweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,145,0,34.5,0.485,0.25,3.875,0.40625,2,22,0,0,2,3,0,1,0,6,Orthodox,167.64,170.18,170,36,23,0,-4,-4,-6,2,-22,0,0,-1,5.08,5.08,13,-34.5,-0.25,-3.875,neither,SUB,North-South Choke,3.0,1:26,686.0
Rustam Khabilov,Desmond Green,9/2/2017,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Red,False,Lightweight,MALE,3,0,57.0,0.45,0.0,1.0,0.5,0,3,0,0,1,0,0,0,0,1,Southpaw,177.8,185.42,155,0,25.88888889,0.375555556,0.111111111,3.555555556,0.494444444,2,24,0,0,0,5,1,0,1,7,Orthodox,172.72,185.42,155,30,27,0,-3,-3,-6,2,-21,0,-2,0,5.08,0.0,3,31.11111111,-0.111111111,-2.555555556,neither,U-DEC,blank,3.0,5:00,900.0
Francimar Barroso,Aleksandar Rakic,9/2/2017,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Blue,False,Light Heavyweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Orthodox,193.04,198.12,205,0,31.42857143,0.45,0.0,2.142857143,0.247142857,3,18,0,0,0,4,0,0,0,4,Orthodox,185.42,190.5,205,37,25,0,-1,-2,-4,3,-18,0,0,0,7.62,7.62,12,-31.42857143,0.0,-2.142857143,neither,U-DEC,blank,3.0,5:00,900.0
Mike Santiago,Zabit Magomedsharipov,9/2/2017,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Blue,False,Featherweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,145,0,27.396407786144113,0.45470916484908575,0.5176586652361754,1.3373876663126238,0.32941097880370945,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,175.26,145,28,26,0,0,0,0,0,0,0,0,0,7.62,10.16,2,0.0,0.0,0.0,neither,SUB,Rear Naked Choke,2.0,4:22,562.0
Bojan Mihajlovic,Abdul-Kerim Edilov,9/2/2017,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Blue,False,Light Heavyweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,198.12,205,0,12.5,0.45,0.0,0.0,0.0,2,4,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,205,37,25,2,0,0,0,2,-4,0,0,0,7.62,12.7,12,-12.5,0.0,0.0,neither,KO/TKO,Punches,2.0,2:32,452.0
Thibault Gouti,Andrew Holbrook,9/2/2017,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Red,False,Lightweight,MALE,3,0,14.0,0.5425,1.25,0.5,0.25,2,8,0,0,2,0,0,0,0,2,Southpaw,180.34,177.8,155,0,11.0,0.223333333,0.0,0.0,0.0,3,5,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,155,30,31,2,0,1,2,1,3,0,0,0,2.54,-5.08,-1,3.0,1.25,0.5,neither,KO/TKO,Punches,1.0,4:28,268.0
Sergio Pettis,Brandon Moreno,8/5/2017,"Mexico City, Distrito Federal, Mexico", Mexico,Red,False,Flyweight,MALE,5,0,28.66666667,0.47,1.333333333,2.0,0.46,0,6,0,0,1,0,0,2,0,3,Orthodox,170.18,177.8,125,0,55.875,0.3975,0.625,1.375,0.41,2,23,0,0,0,6,0,0,0,6,Orthodox,167.64,175.26,135,23,23,0,0,0,-3,2,-17,0,0,2,2.54,2.54,0,-27.20833333,0.708333333,0.625,Red,U-DEC,blank,5.0,5:00,1500.0
Randa Markos,Alexa Grasso,8/5/2017,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,False,Women's Strawweight,FEMALE,3,0,72.5,0.43,0.5,0.5,0.25,1,6,0,0,0,1,0,0,0,1,Orthodox,165.1,167.64,115,0,40.83333333,0.37,0.333333333,1.0,0.378333333,3,16,0,0,1,2,0,0,0,3,Orthodox,162.56,160.02,115,31,23,-1,-1,0,-2,2,-10,0,0,0,2.54,7.62,8,31.66666667,0.166666667,-0.5,Red,S-DEC,blank,3.0,5:00,900.0
Alan Jouban,Niko Price,8/5/2017,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,False,Welterweight,MALE,3,0,14.5,0.28,1.0,0.5,0.125,1,3,0,0,0,0,0,1,0,1,Orthodox,182.88,193.04,170,0,43.11111111,0.541111111,0.0,0.333333333,0.155555556,3,18,0,0,0,3,3,0,0,6,Southpaw,182.88,185.42,170,35,27,0,0,-2,-5,2,-15,0,-3,1,0.0,7.62,8,-28.61111111,1.0,0.166666667,neither,KO/TKO,Punch,1.0,1:44,104.0
Martin Bravo,Humberto Bandenay,8/5/2017,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,False,Featherweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Southpaw,180.34,182.0,145,0,56.0,0.46,0.0,0.0,0.0,0,2,1,0,0,0,1,0,0,1,Southpaw,172.72,180.34,145,23,22,0,-1,-1,-1,0,-2,-1,-1,0,7.62,1.66,1,-56.0,0.0,0.0,neither,KO/TKO,Kick,1.0,0:26,26.0
Sam Alvey,Rashad Evans,8/5/2017,"Mexico City, Distrito Federal, Mexico", Mexico,Red,False,Middleweight,MALE,3,0,28.38095238,0.388095238,0.0,2.428571429,0.353809524,7,58,4,1,4,3,6,0,0,14,Orthodox,182.88,190.5,205,0,29.18181818,0.505454545,0.090909091,0.0,0.0,4,22,0,0,0,2,4,1,0,7,Southpaw,187.96,190.5,205,31,37,-2,0,1,7,-3,36,4,2,-1,-5.08,0.0,-6,-0.8008658,-0.090909091,2.428571429,neither,S-DEC,blank,3.0,5:00,900.0
Alejandro Perez,Andre Soukhamthath,8/5/2017,"Mexico City, Distrito Federal, Mexico", Mexico,Red,False,Bantamweight,MALE,3,0,46.0,0.39,0.0,0.0,0.0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,135,0,37.2,0.356,0.2,0.4,0.166,2,10,1,0,0,1,2,0,0,3,Orthodox,167.64,170.18,135,27,28,0,0,-2,-3,1,-7,-1,-2,0,7.62,7.62,-1,8.8,-0.2,-0.4,neither,S-DEC,blank,3.0,5:00,900.0
Bradley Scott,Jack Hermansson,8/5/2017,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,False,Middleweight,MALE,3,0,41.66666667,0.543333333,0.0,0.666666667,0.386666667,1,6,0,0,0,1,1,0,0,2,Orthodox,185.42,195.58,185,0,44.83333333,0.473333333,0.5,0.333333333,0.075,3,15,1,0,1,0,0,2,0,3,Orthodox,185.42,193.04,170,28,29,0,0,0,-1,2,-9,-1,1,-2,0.0,2.54,-1,-3.16666666,-0.5,0.333333334,neither,DQ,blank,1.0,5:00,300.0
Dustin Ortiz,Hector Sandoval,8/5/2017,"Mexico City, Distrito Federal, Mexico", Mexico,Red,False,Flyweight,MALE,3,0,23.33333333,0.503333333,0.666666667,1.666666667,0.176666667,1,5,0,0,0,1,1,0,0,2,Orthodox,157.48,162.56,125,0,41.2,0.438,0.1,2.5,0.307,5,29,0,0,3,0,2,0,0,5,Orthodox,165.1,165.1,125,28,31,1,2,0,-3,4,-24,0,-1,0,-7.62,-2.54,-3,-17.86666667,0.566666667,-0.833333333,Red,KO/TKO,Punch,1.0,0:15,15.0
Henry Briones,Rani Yahya,8/5/2017,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,False,Bantamweight,MALE,3,0,20.75,0.4125,1.25,2.583333333,0.35,4,31,0,0,1,4,0,3,0,8,Orthodox,167.64,170.18,135,0,44.66666667,0.43,0.333333333,0.0,0.0,2,8,0,0,0,0,0,1,0,1,Orthodox,172.72,175.26,135,36,32,1,0,3,7,-2,23,0,0,2,-5.08,-5.08,4,-23.91666667,0.916666667,2.583333333,neither,SUB,Kimura,1.0,2:01,121.0
Jose Quinonez,Diego Rivas,8/5/2017,"Mexico City, Distrito Federal, Mexico", Mexico,Red,False,Bantamweight,MALE,3,0,10.0,0.46,0.0,1.5,0.83,0,5,0,0,0,1,1,0,0,2,Orthodox,172.72,175.26,145,0,32.0,0.473333333,1.333333333,3.0,0.653333333,1,7,1,0,0,1,0,1,0,2,Orthodox,172.72,175.26,135,27,25,0,0,0,0,1,-2,-1,1,-1,0.0,0.0,2,-22.0,-1.333333333,-1.5,neither,U-DEC,blank,3.0,5:00,900.0
Joseph Morales,Roberto Sanchez,8/5/2017,"Mexico City, Distrito Federal, Mexico", Mexico,Red,False,Flyweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,125,0,27.396407786144113,0.45470916484908575,0.5176586652361754,1.3373876663126238,0.32941097880370945,0,0,0,0,0,0,0,0,0,0,Switch,167.64,175.26,125,22,31,0,0,0,0,0,0,0,0,0,0.0,-7.62,-9,0.0,0.0,0.0,neither,DQ,blank,1.0,5:00,300.0
Alvaro Herrera,Jordan Rinaldi,8/5/2017,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,False,Lightweight,MALE,3,0,18.0,0.31,1.0,2.0,0.28,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,145,0,8.0,0.45,0.0,0.0,0.0,1,3,0,0,0,0,1,0,0,1,Orthodox,182.88,187.96,155,27,29,0,0,-1,-1,0,0,0,-1,0,-5.08,-5.08,-2,10.0,1.0,2.0,neither,DQ,blank,1.0,5:00,300.0
Tyron Woodley,Demian Maia,7/29/2017,"Anaheim, California, USA", USA,Red,True,Welterweight,MALE,5,0,21.36,0.5528,0.96,2.4,0.4052,6,65,1,0,1,8,1,9,0,19,Southpaw,185.42,182.88,170,0,30.0,0.544,0.2,0.5,0.25,3,25,3,1,1,0,5,0,0,7,Orthodox,175.26,187.96,170,35,39,0,6,4,12,-3,40,-2,-4,9,10.16,-5.08,-4,-8.64,0.76,1.9,Red,U-DEC,blank,5.0,5:00,1500.0
